number,value,datetime_start,datetime_complete,duration,params_V10,params_V11,params_V12,params_V15,params_V18,params_V3,params_V6,params_V9,system_attrs_fixed_params,state
641,7.0,2026-07-03 10:04:24.407514,2026-07-03 10:04:28.408937,0 days 00:00:04.001423,5.400868858290956,100.81435943223941,-719.152229187816,-968.5687051265375,253.98397587393941,-743.9557341054881,-635.0025445358843,742.6570491988529,,COMPLETE
642,6.0,2026-07-03 10:04:28.426693,2026-07-03 10:04:32.464813,0 days 00:00:04.038120,1.237809350065799,93.8204019924498,-702.3488182532085,-997.1974073975096,306.0564424991782,-757.5336900521235,-637.625262430019,726.9656858529522,,COMPLETE
643,4.0,2026-07-03 10:04:32.493467,2026-07-03 10:04:36.418660,0 days 00:00:03.925193,10.49096235084971,109.30690893334057,-708.4196755862264,-984.862969142464,286.24246834196987,-757.5820044069488,-619.1122798175013,750.6497729445043,,COMPLETE
644,2.0,2026-07-03 10:04:36.446645,2026-07-03 10:04:42.221913,0 days 00:00:05.775268,-2.914467982005471,103.52633045941565,-699.2169035479266,-999.1544175363717,314.714038699676,-751.2908017834621,-633.3127804245058,740.7844026966509,,COMPLETE
645,6.0,2026-07-03 10:04:42.241321,2026-07-03 10:04:46.246962,0 days 00:00:04.005641,-1.7673550275908596,90.36934223157992,-714.1667915032267,-997.8310410800831,295.64504577895474,-743.0272221387178,-626.2445796643269,745.8858363095421,,COMPLETE
646,6.0,2026-07-03 10:04:46.266983,2026-07-03 10:04:50.414695,0 days 00:00:04.147712,-3.6578378779798797,103.16864781232734,-731.0056474536449,-986.7603712172862,326.1492125334554,-749.1010095669163,-634.4647899701081,755.9699740588012,,COMPLETE
647,4.0,2026-07-03 10:04:50.435400,2026-07-03 10:04:54.437455,0 days 00:00:04.002055,-76.2824374118685,89.19992220837857,-703.7118853062535,-983.560277301964,309.4741707315743,-746.7292679074927,-614.1144603088128,752.0314526480133,,COMPLETE
648,0.0,2026-07-03 10:04:54.453269,2026-07-03 10:04:58.559770,0 days 00:00:04.106501,-70.28431264524538,94.84534958528934,-695.9189477804135,-997.0668325152607,308.5353829509949,-742.1905077097625,-618.7088096270888,768.1048528638661,,COMPLETE
649,2.0,2026-07-03 10:04:58.576801,2026-07-03 10:05:02.560619,0 days 00:00:03.983818,-6.0186348823509634,119.49505514071913,-735.487466321037,-999.4421855777566,246.90020378278638,-814.9042286598342,-637.388766777552,732.2793425976273,,COMPLETE
650,8.0,2026-07-03 10:05:02.582041,2026-07-03 10:05:06.725502,0 days 00:00:04.143461,-0.3193748123537219,64.46899129985476,-741.2444611233911,-997.1141820737371,300.32247386466275,-808.2328541194252,-639.8412436867443,729.0125828867896,,COMPLETE
651,7.0,2026-07-03 10:05:06.742805,2026-07-03 10:05:10.764205,0 days 00:00:04.021400,-3.887452298631769,55.11207135842841,-735.9530476203782,-995.6412953899801,375.38775801158664,-808.7766411913107,-635.992053501665,740.2380016872224,,COMPLETE
652,6.0,2026-07-03 10:05:10.782958,2026-07-03 10:05:14.862791,0 days 00:00:04.079833,-6.149174246711836,52.61681126646829,-738.8857992590462,-996.6324611191316,378.10696659554685,-815.4072728089131,-625.5743974322597,719.9164098526055,,COMPLETE
653,8.0,2026-07-03 10:05:14.878568,2026-07-03 10:05:18.937169,0 days 00:00:04.058601,-13.002096486200358,57.73268422364234,-759.169299503231,-995.2784822990777,377.02436644832574,-813.2808874625742,-557.716734399606,734.6171676164541,,COMPLETE
654,13.0,2026-07-03 10:05:18.953656,2026-07-03 10:05:22.962929,0 days 00:00:04.009273,-31.195209532123883,66.43829328478733,-763.3696502870083,-960.5962835136071,383.2392354287319,-783.9839632220766,-572.3909051689757,780.5194679825083,,COMPLETE
655,3.0,2026-07-03 10:05:22.978505,2026-07-03 10:05:26.899501,0 days 00:00:03.920996,-89.56149553428156,51.2698298315179,-765.539966478718,-961.0797650972756,376.42757989897075,-787.4979417536853,-517.4587861932371,802.866607426324,,COMPLETE
656,0.0,2026-07-03 10:05:26.926061,2026-07-03 10:05:31.004646,0 days 00:00:04.078585,-102.08882092076229,48.86064291445796,-752.7951262889558,-958.5250637934649,357.4650770059209,-802.6550835756391,-530.8383147621341,815.4625255631489,,COMPLETE
657,26.0,2026-07-03 10:05:31.029053,2026-07-03 10:05:35.128100,0 days 00:00:04.099047,-58.02111970919826,3.1855626806827644,-802.1108816579144,-960.6441357195795,383.7659085536853,-835.1594199855127,-480.84529689203555,777.8568590619192,,COMPLETE
658,4.0,2026-07-03 10:05:35.149842,2026-07-03 10:05:39.091742,0 days 00:00:03.941900,-56.038007435091025,7.379212537643525,-803.3019292550937,-963.8161968427804,390.7297534788487,-848.0549580305826,-577.8525490621932,758.4343071823486,,COMPLETE
659,29.0,2026-07-03 10:05:39.108167,2026-07-03 10:05:43.062169,0 days 00:00:03.954002,-60.48940325775841,-0.9859633600235469,-838.441619602977,-953.93861231814,390.53372899575845,-896.0631589014899,-483.8046619044842,787.1874969003219,,COMPLETE
660,10.0,2026-07-03 10:05:43.080446,2026-07-03 10:05:47.030105,0 days 00:00:03.949659,-58.002289083559205,-13.142801376581076,-793.548913803293,-957.8309469328633,389.8725508250539,-904.6630000249061,-485.27480597176486,778.2540143945394,,COMPLETE
661,7.0,2026-07-03 10:05:47.049426,2026-07-03 10:05:51.368193,0 days 00:00:04.318767,40.08917185940938,-20.476611125049274,-815.6737614951436,-956.4291155297744,431.1580505134803,-905.0166333931016,-472.5270653539598,779.1057637038224,,COMPLETE
662,0.0,2026-07-03 10:05:51.387900,2026-07-03 10:05:55.817067,0 days 00:00:04.429167,53.278666421615036,-34.91486696732541,-844.1254517089487,-963.1200412897452,454.6097190761336,-909.7190672416556,-481.1495167466689,781.9531629978318,,COMPLETE
663,13.0,2026-07-03 10:05:55.859886,2026-07-03 10:06:00.262693,0 days 00:00:04.402807,42.263156279966616,-82.8521793824112,-810.2576887139722,-998.8317804566229,419.05412324073757,-882.9124797636507,-426.1480995936797,857.1596249916515,,COMPLETE
664,0.0,2026-07-03 10:06:00.281002,2026-07-03 10:06:04.404328,0 days 00:00:04.123326,44.398825651970625,-87.76095950664954,-828.0194326822727,-998.7771713230535,429.4374576974582,-928.9836030488651,-400.68642572737156,834.5173196176875,,COMPLETE
665,0.0,2026-07-03 10:06:04.419537,2026-07-03 10:06:08.625997,0 days 00:00:04.206460,63.05802055179984,-0.9842229612708451,-776.3888062056999,-956.1120009793204,412.8043300759756,-891.7690902510612,-453.17644873894415,897.6366291658449,,COMPLETE
666,0.0,2026-07-03 10:06:08.640756,2026-07-03 10:06:12.879610,0 days 00:00:04.238854,26.78270126227244,53.572828820977456,-870.270725655149,-957.3109224415052,352.9183379218477,-825.9454372985422,-569.5670286285723,857.7918954589027,,COMPLETE
667,22.0,2026-07-03 10:06:12.896018,2026-07-03 10:06:17.114703,0 days 00:00:04.218685,-40.57066521008278,-27.729829346674137,-794.2563018933065,-953.8102658468006,497.36058715655685,-860.9270431480855,-353.7997069187544,787.3023660847397,,COMPLETE
668,0.0,2026-07-03 10:06:17.131332,2026-07-03 10:06:21.256901,0 days 00:00:04.125569,-144.15808317038756,-61.34437889505,-758.7357616291387,-948.5680611707078,501.45888481627236,-861.1085838257105,-438.6312304303885,680.4514660734823,,COMPLETE
669,43.0,2026-07-03 10:06:21.273400,2026-07-03 10:06:25.470165,0 days 00:00:04.196765,-35.955294532143206,-18.85583373181605,-805.6511831839202,-950.5018759770599,447.3891096475666,-951.8637074199854,-333.8684043031479,785.3173332540067,,COMPLETE
670,42.0,2026-07-03 10:06:25.486611,2026-07-03 10:06:31.116784,0 days 00:00:05.630173,-34.78640403614776,-24.69100248052665,-830.10308237175,-949.2922406583117,384.6568547958287,-923.7400036622165,-357.9034916234564,791.1397938413442,,COMPLETE
671,12.0,2026-07-03 10:06:31.138814,2026-07-03 10:06:35.507326,0 days 00:00:04.368512,-49.6901555545907,-27.808231576020777,-799.2458400227518,-944.8110776407196,452.67930955040265,-955.1431167968851,-348.50922156154877,800.5657335457562,,COMPLETE
672,20.0,2026-07-03 10:06:35.525258,2026-07-03 10:06:39.929735,0 days 00:00:04.404477,-55.92768828690593,-25.893059444737816,-802.2997813419161,-941.2642918063505,464.484306068797,-959.2398373514727,-334.9375092211924,789.6107512792317,,COMPLETE
673,0.0,2026-07-03 10:06:39.948278,2026-07-03 10:06:44.133676,0 days 00:00:04.185398,-121.2849972848282,-18.689206514776988,-813.9891464528179,-937.4153261494923,476.1283838788557,-947.6514135472688,-362.95726060234296,807.9641926509449,,COMPLETE
674,31.0,2026-07-03 10:06:44.177423,2026-07-03 10:06:48.416532,0 days 00:00:04.239109,-50.10729278606745,-93.65845523973739,-841.5157730648947,-944.2396085442177,447.22580884347377,-973.5862457387778,-307.06436725677145,829.2722833737488,,COMPLETE
675,9.0,2026-07-03 10:06:48.433474,2026-07-03 10:06:52.543662,0 days 00:00:04.110188,-64.0494028244068,-113.4878070641351,-854.7679250290582,-944.4304786976809,518.0808896037609,-986.0052147217477,-298.024178912278,885.523550130255,,COMPLETE
676,17.0,2026-07-03 10:06:52.560083,2026-07-03 10:06:56.460882,0 days 00:00:03.900799,-49.386582086406634,-121.6673035295037,-855.2168649110126,-936.4291947362135,539.6449683621871,-971.4041095061693,-278.6093902062441,869.2817184140551,,COMPLETE
677,72.0,2026-07-03 10:06:56.481006,2026-07-03 10:07:00.617256,0 days 00:00:04.136250,-64.07451452248571,-100.70600273705823,-908.3223215831322,-937.7402704410993,442.377789267609,-987.8628921667937,-319.5934287673491,866.7516473497126,,COMPLETE
678,25.0,2026-07-03 10:07:00.646571,2026-07-03 10:07:04.550917,0 days 00:00:03.904346,-63.81927091772972,-123.22681481581785,-880.9483182017326,-936.9437949463293,503.3032707709011,-987.6373098310861,-280.39292637182217,871.527978382443,,COMPLETE
679,42.0,2026-07-03 10:07:04.567540,2026-07-03 10:07:08.671540,0 days 00:00:04.104000,-62.29936795797335,-102.93081614519933,-880.003271284956,-934.7543321355315,532.2210004035862,-994.8212734000278,-293.4081795306434,887.9638373205494,,COMPLETE
680,0.0,2026-07-03 10:07:08.692899,2026-07-03 10:07:12.678194,0 days 00:00:03.985295,-67.23644312981342,-118.34181444909488,-850.5751694921374,-928.4941179200172,537.7782310449825,-993.5106598245878,-314.2142950927616,877.7705344841211,,COMPLETE
681,0.0,2026-07-03 10:07:12.695072,2026-07-03 10:07:16.691971,0 days 00:00:03.996899,-166.47783677769627,-84.45528402511954,-901.869244106458,-932.6519571193595,514.384630414212,-957.4734862889152,-211.77856887822344,843.739549819159,,COMPLETE
682,11.0,2026-07-03 10:07:16.714663,2026-07-03 10:07:20.749814,0 days 00:00:04.035151,-109.2246168023203,-157.1924420814239,-926.278313771586,-941.4708516264697,459.0089916900289,-991.6771239072586,-301.58361499400644,952.4662156389651,,COMPLETE
683,0.0,2026-07-03 10:07:20.768839,2026-07-03 10:07:24.723358,0 days 00:00:03.954519,-108.07046953751653,-175.99295629949057,-895.9098279784798,-930.7546209572871,467.10419894126994,-999.2575599461478,-263.38760725745675,944.4777281652978,,COMPLETE
684,4.0,2026-07-03 10:07:24.739946,2026-07-03 10:07:28.788310,0 days 00:00:04.048364,-57.79044157605547,-125.15762772827476,-980.3067508914498,-932.5086560993939,594.4733160377302,-948.4813875334578,-318.1606154010088,898.1077512312725,,COMPLETE
685,18.0,2026-07-03 10:07:28.809259,2026-07-03 10:07:33.042460,0 days 00:00:04.233201,-127.07720028381001,-63.79336295011603,-932.6154573494566,-930.9873762976526,449.48530443998095,-923.4787007464403,-361.86671600223497,873.3277506580494,,COMPLETE
686,31.0,2026-07-03 10:07:33.062717,2026-07-03 10:07:37.277942,0 days 00:00:04.215225,-108.72465811663585,-60.956467556043556,-926.4563307878017,-932.4522774722652,509.4779797549974,-925.6023579364219,-361.1201110728766,966.0538156973457,,COMPLETE
687,16.0,2026-07-03 10:07:37.297656,2026-07-03 10:07:41.342186,0 days 00:00:04.044530,-141.18768778797215,-63.24093523455874,-934.9074631550304,-927.4585469149246,520.7234367400386,-932.5525936689588,-363.31019007281634,967.8092068518309,,COMPLETE
688,0.0,2026-07-03 10:07:41.367610,2026-07-03 10:07:45.474416,0 days 00:00:04.106806,-192.1951392655481,-70.33657530228113,-934.1263485300324,-935.502557491019,525.1370348278197,-924.1387014889532,-360.5221268031419,960.4700549737069,,COMPLETE
689,0.0,2026-07-03 10:07:45.493789,2026-07-03 10:07:49.293311,0 days 00:00:03.799522,-133.49873809931128,-99.14978223825072,-920.8178087721557,-927.8995736576206,492.3708620857687,-963.0927700459882,-306.35488303355277,925.4805638893023,,COMPLETE
690,3.0,2026-07-03 10:07:49.311371,2026-07-03 10:07:53.193823,0 days 00:00:03.882452,-108.8724343898731,-152.75934624901143,-864.6465185451758,-916.6604667533803,447.4198079669766,-885.5987036722872,-269.75069000663126,884.8170985202365,,COMPLETE
691,0.0,2026-07-03 10:07:53.213259,2026-07-03 10:07:57.249353,0 days 00:00:04.036094,-74.22370088754127,-69.90485776553922,-997.5927002935385,-932.3243648425903,557.4737465512974,-999.3241718909507,-403.3691711014228,972.1601316450316,,COMPLETE
692,0.0,2026-07-03 10:07:57.266111,2026-07-03 10:08:01.356512,0 days 00:00:04.090401,-166.34122424175035,-37.26728211888192,-935.5760322259359,-915.2029659428596,488.49038873072976,-934.8780317971831,-351.08539582751064,854.9063008988562,,COMPLETE
693,0.0,2026-07-03 10:08:01.388282,2026-07-03 10:08:05.563804,0 days 00:00:04.175522,-116.45240315675149,-108.39419442615596,-872.8537223926473,-943.4400743618985,446.49352061090866,-959.0693672883577,-248.76455682669814,920.0059671118734,,COMPLETE
694,0.0,2026-07-03 10:08:05.589298,2026-07-03 10:08:09.490005,0 days 00:00:03.900707,-231.37538453655162,-193.21575087581363,-835.2307092140658,-912.0067274869178,532.2216764665843,-915.7655583924274,-385.1237134646033,835.5735836036447,,COMPLETE
695,9.0,2026-07-03 10:08:09.522144,2026-07-03 10:08:13.425247,0 days 00:00:03.903103,-56.850281219384016,-41.71901252374869,-901.8917350961846,-946.9192894290707,611.1787488986239,-876.6900032403446,-288.2945795451153,993.754365840057,,COMPLETE
696,0.0,2026-07-03 10:08:13.441493,2026-07-03 10:08:17.451860,0 days 00:00:04.010367,-78.07738531041052,-143.67613810960862,-802.7472461551515,-909.9042981944759,418.4985873337613,-963.2587657027642,-423.4321970072337,878.9764434642633,,COMPLETE
697,0.0,2026-07-03 10:08:17.478497,2026-07-03 10:08:21.311058,0 days 00:00:03.832561,-141.7451501546072,-93.39088974870637,-845.690002942762,-951.9237920742669,495.6616998731005,-904.5489017997241,-338.3784205007724,815.1588228641955,,COMPLETE
698,0.0,2026-07-03 10:08:21.327972,2026-07-03 10:08:25.268635,0 days 00:00:03.940663,-43.644982570564515,-8.953228483497874,-954.2066385366918,-950.6288075954168,439.7496658729737,-970.694163103612,-194.33619853381504,916.561356676616,,COMPLETE
699,9.0,2026-07-03 10:08:25.305784,2026-07-03 10:08:29.429163,0 days 00:00:04.123379,-101.23698660687333,-49.227533648415,-882.1667010824804,-904.4135428632361,466.1528408241699,-928.617403947938,-371.79359741431153,862.9984387949559,,COMPLETE
700,14.0,2026-07-03 10:08:29.462961,2026-07-03 10:08:33.591647,0 days 00:00:04.128686,-51.665604357109515,-122.82482876568145,-924.2510526542363,-917.0129450696295,553.6337554483713,-867.6853476756716,-301.0230163488457,951.5497001704827,,COMPLETE
701,0.0,2026-07-03 10:08:33.617293,2026-07-03 10:08:37.874194,0 days 00:00:04.256901,-190.89582248374634,14.021184044987073,-917.797032937939,-907.2974731910787,575.2942967346303,-868.5939809168158,-332.5203659704309,835.9442834119915,,COMPLETE
702,3.0,2026-07-03 10:08:37.898995,2026-07-03 10:08:41.863628,0 days 00:00:03.964633,-52.45107185655949,-164.2291986727689,-801.2268439386493,-906.2257803781189,422.68010317936086,-892.5602631444993,-406.0030046467718,952.9918860399418,,COMPLETE
703,14.0,2026-07-03 10:08:41.881594,2026-07-03 10:08:45.822574,0 days 00:00:03.940980,-107.07849286884174,-59.68102347469809,-961.1079142291096,-951.0453880646787,656.5862149281752,-942.6614101647085,-231.97676960194696,942.2737056182559,,COMPLETE
704,7.0,2026-07-03 10:08:45.842509,2026-07-03 10:08:49.856569,0 days 00:00:04.014060,-123.6633945907072,-74.3664325857031,-935.7967274772951,-942.5669655958934,662.2723603887879,-925.4041202864024,-155.67167253722047,950.8633638782785,,COMPLETE
705,14.0,2026-07-03 10:08:49.891458,2026-07-03 10:08:53.886567,0 days 00:00:03.995109,-91.17243284329923,-40.65308120553753,-969.1353741305783,-903.5205126788144,622.816475380564,-863.527071360395,-225.83364669017135,920.5403528112802,,COMPLETE
706,0.0,2026-07-03 10:08:53.950680,2026-07-03 10:08:57.901534,0 days 00:00:03.950854,-228.26791435158844,-56.35736845848613,-969.2520326756024,-913.8295740631097,631.2224340452163,-857.1597506034811,-235.1056240566611,985.5275899885108,,COMPLETE
707,24.0,2026-07-03 10:08:57.922195,2026-07-03 10:09:01.904215,0 days 00:00:03.982020,-104.18153720270904,-110.57875753242419,-949.8005184754563,-896.2093276507422,535.0803586900198,-948.1942566872768,-289.16885193057,913.9834445183883,,COMPLETE
708,0.0,2026-07-03 10:09:01.925186,2026-07-03 10:09:06.081720,0 days 00:00:04.156534,-154.16426102135244,-113.38309108692754,-887.3053804491726,-895.2846188607618,696.2176546975425,-951.1070049213384,-250.13330729409074,912.9231921541608,,COMPLETE
709,14.0,2026-07-03 10:09:06.104018,2026-07-03 10:09:10.062780,0 days 00:00:03.958762,-96.86544874159924,-40.68834416997018,-945.6074033439144,-891.9332222438627,594.391503369149,-860.9784761290243,-338.2025051451539,891.8462397799219,,COMPLETE
710,6.0,2026-07-03 10:09:10.082118,2026-07-03 10:09:14.158948,0 days 00:00:04.076830,-88.78255730927066,-86.91289130908433,-983.8804681055905,-892.1229795231833,606.8946786082781,-865.7716801630748,-214.05374824519254,877.679723420052,,COMPLETE
711,10.0,2026-07-03 10:09:14.178336,2026-07-03 10:09:18.068506,0 days 00:00:03.890170,-155.54068117937427,7.423401148228699,-919.666240824208,-897.5465639218221,555.3991956365838,-855.0960456976209,-298.70058010841075,918.197095842706,,COMPLETE
712,22.0,2026-07-03 10:09:18.096101,2026-07-03 10:09:21.940781,0 days 00:00:03.844680,-104.50947906887505,-62.12171355437601,-998.8224546149169,-902.1235811628652,573.9355772317673,-917.5799992704713,-372.5855708808381,849.6035210934067,,COMPLETE
713,29.0,2026-07-03 10:09:21.958142,2026-07-03 10:09:25.928509,0 days 00:00:03.970367,-107.35050472616327,-46.41535192075527,-953.846958486456,-895.0698819321891,586.948726226825,-928.2161122452081,-336.99914852016025,916.79065159656,,COMPLETE
714,9.0,2026-07-03 10:09:25.949060,2026-07-03 10:09:29.861437,0 days 00:00:03.912377,-125.70761691044554,-43.35132445378366,-997.4455529974689,-914.2061202274074,605.6920750475385,-920.1042387706278,-264.0282767625258,909.9446888181109,,COMPLETE
715,1.0,2026-07-03 10:09:29.876403,2026-07-03 10:09:34.090787,0 days 00:00:04.214384,-170.50382827768186,-133.46726750581874,-956.7000987394372,-894.1771467643274,665.0371753265403,-999.4857533850666,-338.1140677874703,966.6802659300639,,COMPLETE
716,30.0,2026-07-03 10:09:34.107822,2026-07-03 10:09:38.015046,0 days 00:00:03.907224,-93.77793516556767,-53.26574399402172,-960.1020791895431,-890.2225485235085,538.8973428850343,-941.4175684612501,-369.580152860202,933.3737120474112,,COMPLETE
717,0.0,2026-07-03 10:09:38.033297,2026-07-03 10:09:42.053541,0 days 00:00:04.020244,-216.451102841943,-198.51495971191173,-997.9721038245094,-887.9062864716748,544.1193555800061,-943.0074409571624,-275.25510787342586,940.2094946905997,,COMPLETE
718,8.0,2026-07-03 10:09:42.087403,2026-07-03 10:09:46.159119,0 days 00:00:04.071716,-103.13245044183735,-109.7119609323976,-890.1038183749636,-889.3042236473129,516.7801188751639,-930.5442098259159,-163.58606869680298,998.8170587366582,,COMPLETE
719,16.0,2026-07-03 10:09:46.210741,2026-07-03 10:09:50.489382,0 days 00:00:04.278641,-140.56800331298516,-60.49710377813703,-963.1002118193774,-924.518816869232,564.3806140334433,-960.5689692303885,-379.9364833360127,831.7570002885752,,COMPLETE
720,19.0,2026-07-03 10:09:50.505039,2026-07-03 10:09:54.679881,0 days 00:00:04.174842,-150.40607917282642,11.513422585299772,-916.4432746824666,-930.7568943210367,549.6706682526326,-963.891253001934,-385.6886215767401,834.795180188082,,COMPLETE
721,0.0,2026-07-03 10:09:54.694527,2026-07-03 10:09:58.817124,0 days 00:00:04.122597,-183.3089226018018,28.92686468183173,-871.4186203902962,-933.3476143155541,559.6052900100764,-997.7397985204047,-377.1435195010293,843.900753703626,,COMPLETE
722,0.0,2026-07-03 10:09:58.848992,2026-07-03 10:10:03.011579,0 days 00:00:04.162587,-261.8686993420497,15.342857893865322,-920.1413416052609,-885.5389557224231,514.333949643177,-956.7063317024462,-383.69541918715527,812.8443466549725,,COMPLETE
723,0.0,2026-07-03 10:10:03.027510,2026-07-03 10:10:07.131257,0 days 00:00:04.103747,-166.5123181830487,-134.66865892215117,-892.4214846266246,-922.128301032243,553.3077597544171,-907.9371416651408,-417.6858760629954,846.3430509219114,,COMPLETE
724,33.0,2026-07-03 10:10:07.157000,2026-07-03 10:10:11.010885,0 days 00:00:03.853885,-61.14339834622089,-83.78564534273991,-850.1849609091217,-885.9180644461514,487.64393050880653,-961.5302971889329,-319.64560740797026,868.6773727009362,,COMPLETE
725,0.0,2026-07-03 10:10:11.027459,2026-07-03 10:10:15.155892,0 days 00:00:04.128433,-146.8023395518685,-5.89049369110548,-829.0840428837138,-950.1440569619833,474.86911859647495,-965.604158382084,-374.5764786887361,810.5806633088037,,COMPLETE
726,0.0,2026-07-03 10:10:15.171087,2026-07-03 10:10:19.073928,0 days 00:00:03.902841,-208.9248557439095,-75.04317965915398,-850.1680712925587,-884.1690956513766,506.6467990298331,-914.2551029094617,-333.31607548252305,878.2188458200801,,COMPLETE
727,0.0,2026-07-03 10:10:19.091197,2026-07-03 10:10:23.305850,0 days 00:00:04.214653,-134.40959005882019,-18.493478665100344,-874.528403748755,-885.619393490867,485.3915418679859,-964.0661715399773,-378.3907785417543,830.4089172745439,,COMPLETE
728,5.0,2026-07-03 10:10:23.325900,2026-07-03 10:10:27.583969,0 days 00:00:04.258069,-68.46709733837706,-71.95434194678174,-959.4865597792628,-950.1589341226045,580.1128638805131,-975.8630678485218,-440.78312636237877,879.5733377262445,,COMPLETE
729,0.0,2026-07-03 10:10:27.616271,2026-07-03 10:10:31.811508,0 days 00:00:04.195237,-42.28254904202268,9.28675961033835,-916.4049415372992,-917.5062401575442,527.3382739010593,-998.0473431103504,-331.4281355499668,796.3331208594205,,COMPLETE
730,22.0,2026-07-03 10:10:31.828612,2026-07-03 10:10:35.715140,0 days 00:00:03.886528,-86.87430377171361,-167.8092701984717,-999.7431191430132,-875.6380764732758,490.88307857728773,-911.8168057973212,-281.97103193975295,871.765657373909,,COMPLETE
731,0.0,2026-07-03 10:10:35.739265,2026-07-03 10:10:39.628753,0 days 00:00:03.889488,-86.81390653684862,-235.70955981636658,-842.1708669467625,-876.8746534920873,474.0313045598771,-907.7215400466544,-290.8102580617869,883.4339996656959,,COMPLETE
732,0.0,2026-07-03 10:10:39.651466,2026-07-03 10:10:43.551086,0 days 00:00:03.899620,81.98327866311368,-158.4626131391878,-896.2687919595566,-886.8169034271866,500.0422355046768,-915.5442086585088,-271.9599972471892,901.1327482068423,,COMPLETE
733,3.0,2026-07-03 10:10:43.568379,2026-07-03 10:10:47.575939,0 days 00:00:04.007560,-45.28333647062979,-187.16232153204567,-859.6958003857537,-953.8188705715008,527.6428386268119,-935.2879599443536,-316.77760365769245,843.9456459608161,,COMPLETE
734,22.0,2026-07-03 10:10:47.592826,2026-07-03 10:10:51.616724,0 days 00:00:04.023898,-79.12582576273955,-102.07988572243201,-995.4294746280178,-874.4197885091222,475.54959219487256,-896.7644305585122,-346.2478392734228,865.0352611794729,,COMPLETE
735,12.0,2026-07-03 10:10:51.651423,2026-07-03 10:10:55.517150,0 days 00:00:03.865727,-41.785230001153465,-112.3318238261742,-994.826332839894,-879.1653074708461,450.27110092827104,-897.7449606062198,-421.42353588965796,791.5266224825193,,COMPLETE
736,0.0,2026-07-03 10:10:55.545117,2026-07-03 10:10:59.358232,0 days 00:00:03.813115,121.63104900576705,-168.61976293862926,-953.5472521341247,-885.4754507217424,414.96112508596195,-995.0919513002116,-321.85386137712806,866.7052427110387,,COMPLETE
737,19.0,2026-07-03 10:10:59.375071,2026-07-03 10:11:03.372537,0 days 00:00:03.997466,-85.12602522028192,-100.06510361935588,-898.2132980847065,-960.5474818331693,484.4438750255828,-897.0725082453492,-271.0369256700895,826.0805747672281,,COMPLETE
738,14.0,2026-07-03 10:11:03.390464,2026-07-03 10:11:07.328720,0 days 00:00:03.938256,-92.1921002720489,-25.40660210935814,-905.3645775046034,-955.1725057262535,483.95677406247677,-835.7209357021937,-350.4048072613232,806.5929636132157,,COMPLETE
739,10.0,2026-07-03 10:11:07.355205,2026-07-03 10:11:11.285422,0 days 00:00:03.930217,-85.49877274967862,17.2188333732868,-939.7072725070943,-877.9838947284533,440.1288841288032,-891.6616769799977,-106.65552522629108,826.2891793366862,,COMPLETE
740,15.0,2026-07-03 10:11:11.322801,2026-07-03 10:11:15.207909,0 days 00:00:03.885108,-122.13231084201928,-91.81775251999458,-989.9970751354089,-958.8573513018423,481.6870303611198,-935.8239399503207,-252.57116920918514,916.8352142016159,,COMPLETE
741,17.0,2026-07-03 10:11:15.224451,2026-07-03 10:11:19.127184,0 days 00:00:03.902733,-30.59268704985216,-25.91265809334388,-894.1411643614157,-917.1398534596393,412.9373674812804,-894.5526713500093,-456.12697603315604,851.0393555442707,,COMPLETE
742,15.0,2026-07-03 10:11:19.150905,2026-07-03 10:11:23.135328,0 days 00:00:03.984423,-73.83145519983309,-101.59295826238319,-842.3731719383453,-869.7729699485386,582.9084314220637,-835.190619002377,-299.85873176725255,790.1734379553109,,COMPLETE
743,10.0,2026-07-03 10:11:23.153528,2026-07-03 10:11:27.102246,0 days 00:00:03.948718,-182.42019751098695,21.294743159945384,-949.6353898591796,-958.5035744841447,467.97899297281737,-887.7740159336383,-412.5304497408742,897.9421056808399,,COMPLETE
744,0.0,2026-07-03 10:11:27.118429,2026-07-03 10:11:31.335592,0 days 00:00:04.217163,-119.68337669492945,-148.48315319603552,-888.9329998983161,-917.1124260733194,501.8139985365652,-946.5954277542004,-189.4101405962463,834.9561657128397,,COMPLETE
745,0.0,2026-07-03 10:11:31.351778,2026-07-03 10:11:35.065823,0 days 00:00:03.714045,76.14269647888328,-86.02085807122671,-993.5229401674413,-875.5125865411512,405.95994362129863,-930.0227596224515,-344.2628234617474,782.1231845761239,,COMPLETE
746,11.0,2026-07-03 10:11:35.081665,2026-07-03 10:11:39.087047,0 days 00:00:04.005382,-89.10337862223088,-42.34451550237389,-811.2479466583624,-915.2605348294977,575.568689574466,-844.932388321812,-375.91384322916406,870.1314023966204,,COMPLETE
747,53.0,2026-07-03 10:11:39.103709,2026-07-03 10:11:43.105724,0 days 00:00:04.002015,-65.02372621011783,-186.69278943914577,-926.1046768063156,-962.9026651356174,442.22018130809647,-997.1221527960442,-303.6468066168516,913.501278708416,,COMPLETE
748,0.0,2026-07-03 10:11:43.127001,2026-07-03 10:11:47.095981,0 days 00:00:03.968980,-41.10286983823717,-233.176475623457,-868.4041795932294,-960.5414961765176,504.7425843621164,-994.7133713642055,-258.0599909560009,815.2199048375726,,COMPLETE
